words,emotion
سجل خيف الل ستر شهر جاي خبر,fear
يا انت طفش يا حبب روح خلي راءيل رضع ترك حشر غير تسب تقل حاج كذب روح نام احض راءيل,anger
هشتاق خيف غصب قتل عنف وو حيت الن ريح سمع قصص قرب ولح حين اعذ بلل شيء خيف حمدلل نعم,fear
اوليمبياد دي عظم حاج الل مكن انس يعش يوم ريض فشل,joy
الك عدل حر لنه حبس قال ان تير صنافير صره وصر دفع الل قلو حكم ايد كلم حكم ادع انه يقل اشع,anger
بشر خسر زول اليوم شرق انر غرب,anger
احل حجه اوليمبياد دي علق نيل سبر رفع ثقل ولل,joy
سفذ ان لعب عمر سنه يعن ريح اوليمبياد جمل,anger
اوه اقي فجا ارخ اوليمبياد كامل ايطالياا مستحييل اول دهب,surprise
لعب جودو حصل ذهب اوليمبياد اعل انه ثله جنس اما فزت طول,surprise
سور لجء اخد يدل اوليمبياد سبح عمل حتف بيه قوي بطل تصر ايه كشف عور غلظ بقي بطل,surprise
سنو ليبراليو صحف طلب سلم ترك عهد ردغ وال الل ردغ دكتات…,anger
متسبونيش وحد انا خيف حزن حزن,fear
انا تكد محط اكل خدر رقد الل فين,surprise
جرب حط عالحرق معج سنن متسالنيش ازي هينجز ضحك,surprise
ليه كده يا اخي يا اخي حرم يا اخي بصت عبد عزز حزن,sadness
ــم اه يا زمن جمع شخص شخص صدفہ فرق شخص حظہ حزن حزن,sadness
دخل نار شعل طيع يقف شعر رغب لحه بكء همل تعب حير شتت كثر كثير…,sadness
مو باد ترا دري ليش خيف يطل حزن يعن حلو فتر قصر,fear
انا داق بقي بكر محا,sadness
حمد شاه يغن هان الد عبد وهب ويغ هوا ومي اغن صرر,joy
صلا ليث ده صرر ليث ابو جود,joy
حتي طفل حلب قوم عهد ايم ان هزم لرض تنب يرق لدم,sadness
عرف انك خيف قبل حيه عرف انك خيف تغر ونا كمن خيف,fear
ابك تقر اوق ذكر خيف يشف حـد مــ,fear
روس عرض فشل خطط ال سعد تخذ قرر امم ضد يمن شعب وحد واستقراره,anger
انا صبح ربن فيش اوليمبياد دي كلم خرج صري او صره الل كسفكو ضحك ضحك,sadness
فجه شي تغر ضحك ضحك ضحك,surprise
خيف دخل بيت امي مش ربن رحم يعض بحس جنه صبر,fear
خير وجد حد دردش عاه او معا,joy
لله يا اهل وفي فرض نكم نصح اعل نسب علم ازي نخب نءب حمد انر ساد الل عوز دمر ال…,anger
طبع جلس صطف جند خلد وسف حمد نجو طرق خول وخو دحل حس يسر وسلفنجيه مايبعش ليه,anger
مسا غلا شوق وحل عبر حسس ينس گنت غيب خير,joy
الل حصل دا وحد يصح ينم تني,surprise
بعد مود الل وحد قسم بلل زمل هيندم بيع طلب حزم امم الل دول جين فلس مش ندي,anger
شيف درج تحل لكل الل كنت رعب منه ومش عرف عمل ايه عشن منع ده ومش قدر قبل اني بقت كده مش عيز اكر,fear
ترك عود يسء سعد يوم ضرب رسه قيم تغر فكر,anger
احن طلع اوليمبياد دي نخد رجع تني بين كده,sadness
خيف انك هالعالم ترح,fear
انت تخف تبص بنت ليه عشن خيف الل معا حب رجل احس,fear
يا حبيبتش يا روه,joy
تخف ذكر ونا خيف ساك حب نوم,fear
وقف سفك دمـاء ـدء صار رجع عرق عرب سيد صرخ حسن,anger
صوب ولد سلم دي عرف كور اسم سدد فشل دي سمن سدد علق زعق معا عشن اتش طيء يلا كاس,anger
هرد شفت يدو دعش ذبح احد نشق صرح شيء خيف صورو سيك شعر نزل يوم ذبح,fear
اخو جرم نصر مصر رهب دول جرم اعلامجيه دول دوت وحد يءد دور رسم بعن,anger
جمييل ورد,joy
سكي ززا لبد ان قبل عرض فولفسبورغ حتي حصل بدل لوس غوستافو هه اغب بدل الي سمع ف…,anger
تحه بطل وصل اوليمبياد رفع علم مصر شرفتو,joy
انا كمن خيف ارح بنز تبق قرر هبل بيعش,fear
تصد كتر رءع يتر تشك تقذ هدف ربع,joy
انا خيف اقم اشف ورا ايه ولل,fear
انا مش عرف رسنال عدل ازي,surprise
بجد ولل,surprise
كلم تقل شخص زعل خبط دمغ لحط,anger
كنت خيف هاد اليوم حزن حزن حزن فقل يا جدك جزير سبب ثقب اوز,fear
خيف نبد ذكر عمل حاج فيد نسب حاج تفه تتر ولل ضحك,fear
يلا يا جمع حفل عمرو ديب خلص نرح شوه نبد كتءب عشم انن هنروح حفل انه بعد قطع شري يلا,sadness
ايه داا دهش دهش زيل حب,surprise
قبل نجم نجم ياعندليب لحب حسس,joy
طلع نهم شي سيء وضع خسس علم جمع يرن الل لفت بحر وعط جنس بيت بعث ظءف,anger
ظلي كلم ساع ساع رتب وبك خاف احس شعر غرب رحل بيت لتو شعر قدر حمل,sadness
سنه ونت بخر قلب سنه ونت سعد يرب حب حب بال بال,joy
مومعقول الل قعد يصر فين هالايام يرب ماينتاب شعر خوف وتر لهم ركز درج,fear
انا كثر شخص ناقض دخل حب وكر ومل قنط حين اعرف,sadness
ونت وسر كرم بخر سرر اخت حرم حب ورد,joy
ولل يغظ ان ريكس جاب لكر جاب وكس جاب هزل يعن عمل ريبل كاب لقل وحد جاب نقط حب,anger
نفق كترو تجد وقع وصل جمع ليء ادع سجد فرغ حسر,sadness
ياء شعب,anger
الش وحد الي خلي بهالحساب انو قرب محد عرف وما عده وجه حقق اني حله كسر,sadness
ثني وحد كدا يعن فلم رعب الل طول عمر فرج عدي سبل كفر دلهاب رعب فرج دقيق,fear
غلط يسر مسيليم طبع توقع لعب قدم رجف ولكن كيف ضم زور بعد بري حجج بعد عشن زحلق عوس,anger
انا غضب رءح فوه صءم تزد غضب كثر قرف,anger
عبد رفع ضغط ولد جار يشب عبد ودي اتط بطن وبط عبد,anger
اعل بهج جدا ليه لمس,joy
في مصر احن شتغل عشن نجب فلس نرح بيه شغل ضفدع شعر بـالاستياء,anger
حمدلل اذا حست اني رضه ربي احس سعد دخل لذي الل عمر والذي ناس خرب,joy
وحد عرب عالاذ ضبط خبط ورا نزل خضض خنق شتم لقت قعد ذعر تسف تقل سرح سيب شيت زعج,anger
صبر غضب منع الف ندم,anger
يشب شي كنت خدم مهم بسط وقض اوق معه انا بسط عاك سنب شكر حب,joy
دعس سعد شار رقب جحش قبح,anger
بحب ضحك ولل ونت عسل ودم خفف بسط اني عرف بعز ولل يعن برض حدش هيكتبل رسيل صرح داداد ضحك حب حب حب حب,joy
غرب اهو فضي فتح جبه خصص ان ريف يغل غلي تصر تغط خبر جزر غطه,anger
يخي ده انت عذب انت كلم الل حرق يا كاب تحت موت بغظ,anger
ابي سعد الي كدر سعد ربي جعل بمز حسن قسم بلل حتج سعد,sadness
سقط عدم انم قاد الي عنبر خطر شفي مرض عقل سقط توقيعاته عرف او عتد مجن,anger
بيض الل وجه ولل اقصر وصل الي امم اعل علم عدي اتم بعد لعب مرد ندي شجع نصراويسنه,joy
عيد سعد جمع سنه نتو طيب يرب اتم عيد ليء فرح الل حبو انع عيد شوكل فاج حب بال,joy
تخل هزل جسد رعب هيء خلي عبر نظر خوف ياس شرح حلك حول ان حفظ لحظ تري نزح ذكر سعد,sadness
ازي يا حبب نام راح حزن غضب,sadness
الل عذب غفر امن فكر حب,joy
انا خيف منو قرض ضفر وتر انو تكو يبق شوه تطلب شيل ولل جعر,fear
بشر طول علي مصر يا صبر ايب,anger
شبب حلو ولل ومج ودم خفف احب مسلسلاته قدم,joy
زي هرد سنه كنت قلق توتر حسس شعر طلب ثني عمه دلق فا يرب صلح حال كرم حزن ثني عمه,fear
عنجد انت شخص كلم حب قلل كلم طيب كمن قلل انت مو فرح رمض انت فرح علم حب حب ترك علي,joy
ذكر فين بول رزنتش رجف وهف مو طبع ضحك ضحك ضحك,joy
نتو عقل منع سمع راي اخر منع قول لحق دلل شار الي مسح غرد مب خوف رهب شعب,anger
اليوم بلش شرع شره قرن حب حب وزع يكون وجب فطر صءم عبر تمر لبن ماي لبن بسم تكف,joy
يا بغي خير فرح ب كسه عيد كن سبب لابتسامه يتم حتج,joy
الل سمح لدن يا اخر قصد كتب كتب خفي الل تقل هذا كلم يمن,anger
وقع فمت قصه حزن,sadness
اصلح غلل رغم ضعف الل تشف فين قدر بدل خبث فلل يرض بعد ونت طيب,sadness
اقل انه يذل يهن سقط كرم وحد وش نظر خطر كثر انه تنه كرم نذل,sadness
نجم قبل الل منا نجم وعد بهج غدر,joy
اهم شعلل خفف ضحك اصل شعلل زيد مو عجب سبب وتر اخف يفت شي,fear
ولل برج انت يوم اشف بسم شعر وجه يجب شكح فءل ماشاءالله حب ضحك حب,joy
عيد برك سعد تهج عيد قلب حبب بعد او وقع الم يزد سرق منا سعد عيد سعد —,joy
لا غمز غمز فرح حيبوظ وحد اتت ضحك ضحك صدم قرد حب حب ضحك ضحك كرم حسن حب لحب خفه دم حب قرد حب حب ضحك ريح دام,joy
غضب صري غضب ضره فكر خصص شفي جبر كوي فعل شكل طول وفد علي صفء هشم,anger
ابك واك ضعف ومستسلمه وسع يجي خفق قلب هار اهل شكو انه صرع,sadness
كنت تحمس حلق اليوم تحمس ايض شار حسن عبدالرضا لكن صدم فعل قلب سعد حسد يكر لحب نكد لقف وفق يلف,sadness
ولك قلق دوم حيل امر حدث امر نظر حب ღميروღ,fear
خيف مسح اي ورق وبل او عمل لحد اشف هعد ايه هشل ايه ضحك اني كنتش فتح اصل ليل متح ضحك ضحك ضحك,fear
شعر شكو غيب تقم حدد ذكر يمي خيم حزن قلب غيم ودء تصب مطر دمع اه وجع رحل,sadness
خطر ودي اقل غيب سقط منا شيء قطع ثقه ربم خيب امل,sadness
يسا فنن فضل بوم بدي دوب حب اءل كفر كظم سهر لنو يغن نزر قبا بقي مود جنب رعب,joy
وصل لسف زيد ضحك وش دخل اصل اذا انا حزن او جاي تقم حزن ثلا,anger
مابعرفش يطر فعل طفل ودي حجه داي ببل حرج ولل حزن,sadness
تون يلي وجه علم عني فرح حسس حيه كبر ضحك ثغر,joy
هذول سال سبب ان مكن يكون سبب تفه دلع بنت قول همه الل نزل دمع كانت ردت فعل يبي نقم الل زعل,sadness
ايش يبغ ترك مسو قلب قلق,anger
قعد خطب من ربك سال اخك كبر حمد شنو اسم قلت وحد ضحك وضح وفق فكر الل وفق ضحك,joy
بهج امل امل كلم عاك احس برح نفس وقف امل انت قعد تور حيه جهه ثني فتح افق حب حب,joy
سلم خير سعد دكتور عبدالل شكر جهد لتع همم كبن فرح نجح,joy
وقع وش يصر احد ثقه ضحك ديم بهر سرر شيء ابذ الل شي جمل سنب سرر روق,joy
يوم اسد ارخ مصر حسس هنه سبق نوب عار هيدخل ارخ قذر بوب الل وكل تير صنفر صره,sadness
فيش حجه بهج هرد اعل حب ضحك حب حب,joy
عشق صبح اذا تسر سءم تعد روح بسم امل لنا صبح امل نرج نسل الل فيه صلح عمل صبح خير فكر حب,joy
ولد استودعتك الل شر قلق كثر ههي سعه سبع خمس ربع دقق تات صله فجر حفظ الل,fear
طب انا قسم بلل سمع اغن رجع جسم قشعر حلو اول حلق شكح اول حلق افي حاسيس لخبط حب حب,joy
شوق غصه وارتجافه خنق حيل حيل,sadness
سعد حب عجب ربن سعد داي خير سءل حب ينر قلب فرح سعد يرب داي حب,joy
وبد فكر حجه حله تني كده كمه شوق الل وضع ده كبر جدا وتم يكون حد رغب دي عشن احسش عبط,joy
بهج جمع حبيب ولل يزد سعد سعد حب,joy
خوف موت رجف رعي وقف ملك رفع رسه كرم وين,fear
ءلم تسر حيه نحو عدي امي تخل وجه مره شعر قسو حيه اشد رره شعر فقد الم,sadness
جنب شخص سبب غضب بعد اهد لصق فين حمل غضب ولايحاسب بعد شتسو وقت عصب,anger
مو بنت قدر رفع دعي بنت يكن ضغط رهب فضع ماتقدر صرف صرف ولا عنفو وضع قهر,anger
يلي فكر حلو فهم عمل امن فصل نزل رعب رهب طحش دهم بحب قلك انك نهج شبح قرن شرف الك فرح,anger
كمن دقيق هشتم دير بشع لفظ غضب,anger
· كبر يلل رضا ايم جيت يوم يلد فرح عمر مو ارخ عبر حب,joy
تعب وتر اتم انم وصح انت اشف ثني عشر رفع رمس,sadness
ذمر شنو انت حقو جلد جلد نص سوق عرب سعه ظهر,anger
اغا دخل قلب عثر افه صعد عقل بحث ذكر ربط كلم يبد يخم صحب سكن صحب نهد,joy
ضرب عرب الل ال الف في عرب بقل كده يا بهم غرق جنه,anger
كشف انو فوب ثقب حزن حزن,fear
عدد خين زوج بسم دين انب ضمر رجل لقب زوج رمل سحق همم مره,sadness
اتم حلم سعد فين حب,joy
اف اف شو صير خلج قلق ليش هيك هالتوتر ولل اني عم عرف شي هلد الا كتب محن زعج,sadness
يبن انت فرض حفل بيا فرح وتعمليلي فجا ده انا عيدميلادي قرب خلص ونت عرف اني كءب حزن,joy
كمه حسس طرب زي سير تعب فل حب حب,joy
سلم صدق قلت شخص سخر حسب شتم لسب نمي لند هلل سبب ردي,anger
قبل حرب ولل ان غضب غضب الل بلس,anger
هذا مو نقم انت قضت,sadness
طمن اذا حست اذي لقل قلب اذا بكي,sadness
فزو شخص الل يتر اخذ وضع احن وحد الل محد عجب وقع ختم جمع يعن فهم ليش ثره شفق هذي,anger
بحك عجز شفت خوف سان حقق امه جده خوف هالحظ هزن وقف وكن ضعف اني مسح دمع ملم كسر,sadness
ضحك ضحك ضحك ضحك بسط شو يا علم يا ناس ايش صايرل دين صح حيه صح استغفرالله الل يجر اخر,anger
اجت اعت وجع سبب صدر احز صوت زحم اجا دنا شقا لوع حسب اخر خفف ذنب رحم,sadness
ليل سود خيف كنت شرق سرع دحض ذعر قتل نوب ذعر ابد انس يا طهر ارض ركز,sadness
ايه راي في حيو الل غضب هزم مصر ونس تحر جفن بيع جزر خين الل بتم في علن خفء,anger
حفل عيد ريض مو حلو عيد حنا احل ملل,joy
صحت نوم فيق فيش حجه عكر زجي قول ازي دا يبق عيب حتي ولل ال قدم قرت شوه حمد لله بقت زالزف تني,sadness
حمد لله ربن يبق يشل فه ادي رهب ولل يمل كمن يا قتل سلم في كان,sadness
غضب درج فجر رحم,anger
رغب هرب بعد رغب اعش ضوء قمر شمس اصو ضجر رغب بعد فكر سمر مفر,sadness
الل يكف شر غدر,sadness
بشر اسد يا ويل ذبح غضب,sadness
خطر ان يوم شكو ردد فاس خير صدق حبب صحب عتب حزن غلي شعر حين يقل ضيق رمض فقد قصد,sadness
دول نكس علم تضم مصر وضح نيا اعل حدد الا وجد مصر تضم مصر يقل لفضاءيات عيب,anger
يقل بحث فضل حقق بحث جنس اي شكل شجر رفع,anger
سعد كن الل حسد احد حقد وعش بسط علا شنك وقع خير كثر بلء علم عطء نظر لرد,joy
انا قيم كبس جزم يوم كوابيس كوابيس قلب وجع ضطراب ياء ياء بكر كوابيس بكر ياء صدم,sadness
طحن حر قهر ونل زحم لهو بحر صنع مجد شمم فخد هوا,sadness
شكل فطر رياجيل انا اذا شغل يجي قلق نوم ايج دري وش سوه قلق,sadness
صرل شي ميه سنه شلح هلد ضجر حيط حيه تقل قعد اوض كتب لزم,sadness
يعن عمر زاريط دي صيب كرث ناس دلق قعد في شرع تشرد مش جال لسف نهء الل بقي شعب جبل فشخ,sadness
نمت كبي حلم وقم رتع ياء زين اقم ركض ضحك,fear
يتم صرف لير كره فارغهتركل رجل يثر غضب يهم نام بلد جءع فخر قهر نسء انه وقع جغراف ملع,sadness
ناس بقش قلب رحم سان يعن ايه وحد خبط وحد بحر يرح كمل اشي سيب ده انس بجد ربن نقم,sadness
سبب خدم دبه صوت او هيدرز زعج اخر طرق عام حيء سكن دور عبد دخل قطر,anger
كلم حد خطط حلم طمح اقه مش خطر وقف مش كلم بجد بشل عمر ضحك,sadness
وضع صبع جرح نزف امه جعل تمل قدر اسر ملك او امر هرم يجد الا رقص سيف رجف بيد,sadness
عند حلت لامبالاه عند ينل كمن يوم حزن,sadness
بحث شكل وطن عرب اسس حزب عفن لزم اهم فالمشكله اخو فلس ايخل طبع كورد غلو,anger
خلص يا تخلف الل ايب جزر شفر بسط ماشفرتو قنو تخف لحق رعب خوف بكء رفض غلق جزر,sadness
يفد حكم جبن وحد يخف ثني لكل كشف اخر فسد خلق جمع,anger
فته حشم فخر لبي عز لخت كنز لزج خير قده ولد فكو حشم ايت سلم سعد خاه حجب ستر عفف,joy
مش عرف ازي بتستحملو تقف صورو كلو روحو يجو نتو وحد شيل تني ضغن خبث حور وحج قرف ضفو جوا رعب تدخ,anger
حزن حزن حزن انن فخر حزن ملء صدر فخر هده اخر بقت رحل,sadness
ربي دخل رمض ونت رضي عنا جعل شهر بدل ذنب الي حسن همم الي فرح حلم الي وقع يرب علم,joy
الك بقت عنف اوي كده ليه خدت بلك وتس كبه ضرب ضحك لا رفش كده احن دخل نلز مش لحق ضحك ضحك,joy
انت مين انت يا رمز علش هزر شرخ هزء شكل دا هزء هزء هزء هزء غضب غضب,anger
حال سعد امر رهب شعب سجن حال لجم ارء حره عرض حصر قطر دلل ان شرح غلب,anger
اسا عذر ربك كلم حدث جمل شجع بدر هزم كبرياء منع قدم,joy
افي شكل خلق الي قرف وضح مايستشرف بلء راع شرف قرف خلق الل,anger
لان سطع تغر طرق ذكر كرر شفه الي كرر كتب خرج كورس ادن فءد سمر فيه فوب تغر,sadness
خمس سنو احد قرح يلم رعب كنت طلع طول حمس متع وتر شهد يلم رعب,fear
بعد عاك طلع ميت ليه قلب شكي قله هشت,sadness
مب اني ضايق عتب,sadness
اما نسب ناس الل جعو حرق قلب انا مش سمح حد يرب تشف رحه دنا اخر ان شاء الل عدل حقد,sadness
ارد نحر ضفدع منع ثلث كلم خلي اشف سلب قنع ضحك,sadness
هيم ولل قلب مش حمل كمه وجع ده هنفضل لحد امت يرح منا ناس لهمش سبب هنفضل لحد امت عيش خوف ذعر,sadness
شنو ذنب ككي او عرب انش عشن وحد جنس او عرق عذب خدم ونت سان شتم جمل,sadness
اصح عبر صمت عشن مو كوس كلم ونا اشبع نوم بسم جوع نوم,anger
ترا انا انس زيكم تعل ولف احس وحد,sadness
نسب وضع ده انا سمح كتر شعر سمح اعل كتر شعر نقم شخص فحا بكر درج مش عوز سمح اصل,anger
عيد سعد سنه نتو طيب ضحك حب هنء,joy
عني الم رمض قرب فقد قلب مو عاك قمه الم تعب حزن,sadness
وحي دنا حسب شيء مال ذنب نلق دفع تمن وجه حق,sadness
وخز ضمر ءلم نعم,sadness
مش يكل شرب خلص ناس تني ولع بجز وسخ مش عرف اخر ايه عاه ربن نقم,anger
هوء خوف وتر رهق نوم جوع قلق ارق شي شي,anger
كثر الي كثر جفا زعل كثر حنن تدر اني غبت حل حد خلي لين يوم,sadness
افا حله ريح طيب ضحك رطب كثر كوس شوف الل نسب وفد سمر,joy
حزن ربم ورب وحد داء حفر ظلم ليل علن اجد يشب عرف لون حزن وحد علق يحب يتي يخذ سبب,sadness
وحد كمه كفه قرن قدم ولل دنا بقت بءس وكب عرفش ده غضب ربن ايه حزن حزن,sadness
خير يا فرح سجن لعت احز ذكر حبب ضعت حزن حزن,sadness
الش احل ان يلم بني قصه حقق عرف مرض مره عرف كنت وقع عضي عرض جد رعب حزن حزن,fear
نوب هلع شعر عرم مزق شيء صدع قتل رغب قيء ناب خلط قزز خبر بخر شيء دعو قلق,sadness
مو بقي اهل جمل بكر وتك فرح حب حب,joy
سلم فجه سبق ذار ظهر دين يجر بقم سنه شكل سوت عرض اجد رد,anger
اقدر اسه فرح احس بغص مو,sadness
رفع رجل تمش عيب تجر ضوضاء زعج سمع قلق,anger
فرح دخل رمض عالقلب تسي ملا ضحك حمدلل لهم نزل سكن طمن قلب حب حب,joy
قلت انا سرع غضب اجب حتض غضب فقل اذا سبق غضب ابق حضن ناس فضي ولل عظم وش عشا ليل,anger
لهل سمع حدا بحك لبن بنت يقم درس نقز فوب قوم درس,anger
مش فهم فرج كفر دلهاب ليه يوم وقت دا بيت نيم لو قصد رعب نفس مش هعمل كده حزن ضحك رعب رعب,fear
فرح نكه صنع ولء ظنن سبب بهج اعط فتل سعد حبت شعل خمد,joy
فرح انك عرف مين الي ليك فرح انك,joy
دا كود شحن جون بتع فرح فرح قوه,joy
غضب غضب الل يرض هون لمه كانت ناس خير علم غضب لجل اقص بوب لا سعد لسط فرق نبض وطن,anger
بدا كمش شده بكء كمش يعد خوف يمل قلب تكد يعد موجودا•,sadness
حتج ضفض لحد اذا مكن يجي بيب حزن طفش طفش ملل ضفض بيب كيك بوب كور حب فرق صوت كتب,sadness
عجب حب زوج نهي سعد,joy
حاج فرغ غضب احد محد ذنب طرق عزل,sadness
وفق رضا سعد ورح بال,joy
فجا تخل شكح شكح منشكحهوش شكح ارخ شكح ضحك,joy
ريح شعب رسم بلغ حصر رهب قطر اليوم سعد,joy
بخل دخل خنه مال بخل خلق بخل بسم بخل صدق منه بشع قبح بخل يتم خير لحد,sadness
دي علم برد احن كلم في سيس ا علش خوف بلد,anger
يصل بكء قلب تبك عين ذعر بعد هدء ذعر الا رحم الل كتب دعه كمه,sadness
ساء حاج كلم وان حشد سطر تفي وصف نهد حرف غصه فقد نهد,sadness
فين حنن وشق جوز حدي حزن,sadness
جمل وقت يمض حدث شخص يعن لك كثر نقش تشد ترخ تخذ تعط مزح سفز ثقه ضيق علقم شهد,joy
بقي ساع ونص ضحك,joy
صمت اليوم عار قول تخف بطش بدد غشم تخل ارض بلد صلح زءف تير صنافير صره,anger
اكد بكن ربك رجف,sadness
نمت ونص وصح وحد عجز انم قلق حزن,sadness
عيد يلد سعد فنن جمل قمر طرق ارد حبك تبع عمل فنه,joy
انا حنق وضع ريد ديد يعن خرف ارخ عشن خطر,anger
لول شعر بان وحد وبن امل صير بيد شعر فزع ناب شعر لجا,sadness
بحس سلط بلد خدم سلب خوف احن حبط غضب عمر تجر نرد فيش حجه حمك ضمنل حقك بقء اقي,anger
احل بسم ربن تمم شفك خير لرب يكون عكي داي فرح,joy
رنه نبه سبل بقي عبر كبس سمع اي او اي حد وتر,sadness
عام وان بخر ولل سعد سعد شقي عين دمع الا دمع فرح جمع ثنء حب حب,joy
اتم اكن انس جدد اعش شخص اخر يكون بيت قبل اعش حيه عدي يعش مهم خوف,fear
خوف رجف رغب بكء حنن فرغ صدر تفت قلب رعش ضلع فكر انتحاريهوجوه عبر اصو رسخ اغا تزد حنن فاس تهد حيل,sadness
شعب قطر صدم همم غمم حلت يرث شعب سعد قو صدم طقطق ينك تره مو ولل عصب احس هزء قطع علق مع قطر,sadness
قدر جزم ان ثلث ربع جرب شعر كبه غلب اخذ باب كشخ قرف يع,sadness
لسه في امل ضحك طال فءل وجد فرح لعل خير,joy
كنت خءف غدر يوم يكد يكون خوف شيء رهب ماف يكن حبا وان اكن شيء لمس قلب تخف خسر,sadness
كنت تخل انه ارض وقع جمل اه يا جمل تزج خلص لقت الل طول عمر اتم الي كان سعد تعه عجب حرق,joy
يوم يخذ موت شخص عزز قلب شاق وصت ماينسمع دمع ماتوصل قدر رقب بعد تطم لحظ عرف شمع فقد,sadness
انت مش بءس وحد وكر حيت لا انت محن ينل لزم درس,sadness
فجر الل ظلم وصل كشخص سلب كءب شيف ان فيش فيد ورب كبر بقي,sadness
فءل بقه تول فهد خلد اهل غرد غرد ترد روح الل نفع دعه سر وفق صفق لكي,joy
يعش رعب ركب كمن جرم مره ثني ثلث ربع,fear
ضحك قلد اصو رسم تحر,joy
تصب كبه حزن تحب صاب,sadness
ان شاء الل كذب يعن بلل اش نوب هلع انا بخر حب,fear
طوعو ارد الن طفل يقض ساع فرح حدق حيو حب حب طوعو ارد تطع سعد احس فطر سوا,joy
يعل نطف علم ولء تمع رسم صور لكل طرق باب احز شيع يا اليوم بصم حزن حقق وقع قرح كون حب حسن,sadness
خلص قلق يا الل ليء قلب طمن علم يا لطف ودد حزن,sadness
عام ونت بخر وعد سعد وحا ليء فرح مسر ان شاء الل,joy
جوا دمع صوت حسس غرب يقل موت,sadness
شعر ضفض صدق حسس حنن حرف حزن حرف شوق عجب سمع,sadness
احي تكون جبر تدر ظهر بعض مو كبر خشه عرك صغر عقل قيل مثل علج جهل جهل,anger
الل كانت سعد ناس مش هتوصل سعد فرح هرد حب حب,joy
اخ قهر جنب ضفه وزر صحه علش دعي هرج اول الل كا احد دري وين فلب سعد نشد بعد حرق,sadness
ناس تخف خوف خجلش,anger
ولل اثر الا غضب سود وجه غضب,sadness
ريت حزن يمل وجه اتم اخذ لحض ترك غضب تنح جنب ترك علم برم جنب,sadness
عفكر همه اجو عالارد هيك هدف حفل نهم يغن مش جين قنع ناس,anger
اقس شعر خذل شعر حيج حزن,sadness
اعوذبالله وش قنط وحد يكون حسن ظن بلل نجم,anger
عرس علا جبل زوج لوك ضحك حب حب حب حب حب حب شو بدو صبر بكر,joy
كنت غضب نير سبب فشل كنت عرف انه فرص اخر خلص غضب وكر مصر,sadness
انت عرف بعد رجع فكر تحس ندم انب ضمر بيك وقت ده فات,sadness
روح نظر نصر بلد حرب نظم ظلم عرف طرق عدل سور تحز سمء نصر نصر حزن,sadness
همج زيد دحل اعند مباديء جير وحس ظن الل نقم عجل اجل,anger
وطن حزن حدد,sadness
اسف طلق مجتمعنامن سهل امورفلايهمه صلح اسر صلح طفل بقدرمايك همه حرق قلب مره شرك عمر قسه,sadness
دا عكس صرح سءل هات لين للي تقل انا هنشر انا اتم ان يكون جهل دقق حدد خطا عير فهم,anger
هه شكل عندو ظهر حجج عقل جمل غلي,sadness
بهالرطوبه اخم غسل ولو غضب,anger
يرب تكن سبب فرح امي ايف شكر حب يرب وفق حزن برل,joy
تم قدم شكي وزر نقل وتم غلق شكي تغر وقع جلجل سدر جمع جوي,sadness
مات وفء رفد طمع ناس يبق ياس جزع صبر ثقه بلل ورض فلل كرم يرج تبع,sadness
جبن بخف فشل درج كتب يتر عشن تكد حدش هيقرء الل كبه,sadness
ورب تتم دول سلم رهب ب غول عصب سلم خذل دين خشه تهم عصب,sadness
وش احك ناس عنك اقل اني لكت نعم فرح سنن حب حب,joy
شكر تحد الي طلع فعل شكر دفع عشن طلع حلو بجد شكر ناس حله الي خلت اليوم بهج وخل بسط اوي حب حب,joy
كبر عيد بال هنء بال صدر بهج رحه قلب فرق روح حزن •,joy
يرب خذن بعد كسر خطر تعب همم عبر شي خطف فرح,sadness
فتح خزء ذكر شوف صور هتلاق قلب رعش حب وشج ضحك ضحك,joy
جاء عيد توشح علم يقل جاء شهد قلا عيد يام قسه,sadness
فوب قرب حد ولل,sadness
حسب حول بث رعب ناس يهم ان بدي فوض وحر بلد حذر حذر بلو فجر جيد صفي,anger
طبع سعر خيل دول وضع سعر عقر جهر لان عدم تمل وطن سكن وطن يقل خطر خدر,anger
هذي ايم نرفز حرق ودي اشف الل اكر وطق وطق وطق وعض قطع شعر مشخ وشه اخخ ليت حرق ضحك حزن,anger
حلل ءثر واستيعاب اثر واستجابتي نظر ءثر علق عرض اخذ سبب علج كءب قلق,sadness
اه ضحك ضحك مش عرف فرح كده وول يصم قرفو رفز عيط,anger
انا ايض جنرال رسل عزر مكن يكون واج خاف هدد قدم جنب ولل علم,fear
تحب صرح ذهب تعه كره شوق جدل نقش ابعد لقء هدف سلل صبح اله لعب,sadness
سنن عمر طول صبح خءن حقر جهل ونت تصف خءن اي خبث دنء نجس قذر,anger
طبق رلم جدد انا بدر اسم عيش فلس دفع غرم ضحك ضحك ضحك ا طول عمر اقل انا مش انا يا دكتور غضب غضب غضب غضب,anger
يخي ردا عطو وجه تعل خاص اي شيء ردا غضب,anger
