words,emotion
وتر الل ستر,fear
اسف رد خرج ضعف هزز ضرب عثم صعق وضع حجم صحح,sadness
خذن يا الل طرق اذي لمك خلو حزن اخل فكر رهق صرف الك صرف جمل يلق جلل قرب ريم دعم,fear
نقم ظلم كانت بدي سقط خلق غضب فعم شيط ظلم ظلم,anger
جوا حاج كتر كتم قدر ننس عرف نحك لحد بتح هيء صدع وجع سرح عصب حزن سبب,sadness
رضا لرب ضحك الم تكف نعش سلم,joy
مو زعل سخط لقت اجب,sadness
هه خلك حءط بكي وقع صور تمم هه وش خلت يهد شعب هان لعب حلب حمر,disgust
ضيق حزن نحر موت,sadness
تبع ورد عين حزن واه تبع فرح صحب فقد فرح,sadness
اله دعي شهر شي وبن,sadness
حقق كبر قدر سعد شبع حيت بحج ذخر هار فكر,joy
جمل يدو شوف حجه بهج بجد,joy
عفكر حدا غلط سور انت عم طبل طبل زعج زعج سور يبو دم خفف خلك لرز,anger
كلم صحح لكن اذا تقد خاف تطع عمل شء ابد,fear
فرح انك تصر صحب صور هبل علش تبق ذكر حله,joy
احب حسس سعد فجء الل سبب تحس انك رضي حيه و ودك سعد ناس عاك,joy
فتر رفز علق اثن الي دخل تحل رفز وش دخل انا انت كذا تدر غثا ليه,anger
مبكرهش حيت ان اعض لسا ونا بكل,sadness
بلد هذل ذنب شكل حلم انس يلج حقق دمر حلم وزه تمم دمر عرب خوف,anger
اقلب حرق غصت ايدم ماحاول نكر شعر خوف يذق ربي اذق نقض سخر لحب,sadness
وضح صور وجد رجف او خوف صحب كمر صور بشر خفء,anger
عيد مع رغد حمد الل سعد ابي ايف حمر فرح هالعيد الل فرح,joy
كذب افه حقق ان برط قلت قطر اخذ خاف جير بجد,anger
عاك مضي عمر حزن عتب,sadness
يلل اهذ طمن الي دخل قلب,joy
فوب شيء كبر شحن يرب رعب صوت وتر جبل خرش خصص ليل شفت عدي قعد ابك,sadness
حمد لله موت تخل حيه ابد قعد ليب ابد كبس,sadness
وحد يبق عيز ناس الل دخل حيت تمل طمء سلم كده مش خوف قلق وتر نكد ايش ولل,sadness
شكل الي شري لبس مو ارك لبس كمشو ابي احد يقل غلط سمح الل,sadness
رغم ان متح ماك واو الا اني حدي انس بهج لزم افل اليوم فكي هاوسنق,joy
وحد ناس وحد غرب يوم ناس صار غرب قرب حاج حتج بعد زاد نمم غيب غرب روح,sadness
اذا كانت لحه رمز وقر اعز خير ثال لحه نفق كذب حقد رهب كره رمض,anger
شي صعب ينس ارحمونارجاء كرف حظت تضع يوم رمض بجر عشن غضب وصل ضرب شرع يهو نرق خلق,sadness
كسم وجع دمغ فعل,anger
امر يصل قيد راه قدم قسم بلل طفش عدو شفن شيء ولل عظم تري قيد راه مو حرم خيف ايش,anger
شعر ثقل تعب نوم يوي شيء عدم شفق,sadness
عرف ونا عيش سعد ارح,joy
انا اهل حكي وقت زعج يا كبر عقل ويا صبر ويا طيب,anger
ولل عجز اكر جوز ورب ليغ بطل متز فرق غاب لقب ورب فتر غءب سحه ورب,sadness
قلب وجع كفي الل مو نقص,sadness
ربي حاج لحظ ا ر يرب دني صبر اخر صبر بشر فرح يسك عمق ابد,fear
فلس واح حرن وش دخل يمط جوس صفق جره ضخم تعد نفع جمع سعد اكد ومت بغظ,anger
سخر وهو قيد حيه عيد عبر نسب ضفه رحل عرف اهم حفل اليوم رغم,sadness
خرج ثني ثني قرر الف برك خرج اتم حيه جمع وفق قبل شرق,joy
نفس في يمش صوت لطم ندب حاج الل وحد مش قدر عمل في حقق عند كبت حتج خرج نور شعر ياء,sadness
يلي ايم رمض رحه محب ونس طيب جمع خير قلب صدق دمع رجي عفو الل,joy
بلب شوفير تكس يقل يا قلب,joy
اليوم يمكن تقل نفس انك سعد شهد صدق قول دقت قلب جدد,joy
نتج دي بكن شخص توتر عصب عبط يطق,anger
انا ريح عمل عمل تني في عنا دعل قلب ورب غضب يا الل فرط في ارض,sadness
قطع نتج ركه وش نجا يا حسر فقد,anger
الل بسم شفه حلو صفو حيه الل سعد امن فرح طمء الل حلق روح سمء ملء صفء هنء,joy
جمع قدس عده جعل عده عبد اسف,sadness
فالارتداد شوه سمع دين غبي عرف عظم دين وقت حده خوف مثل,anger
ناس طلع بدل كتب الن كذب الن,sadness
ايه صح لزم شكر سكن رهب الي جبر تشف شيء حلو لزم شكر وظف محل ذكي قهت غشش,sadness
يوم قرت خبر ونا حله ذعر ابر ودي ثني صمت ذلف قطر سحب فرء خلج,anger
شعر كتب يحك ءلم غصه,sadness
انا وقف فوب شكل ودي سفر فوب ذبح فوب طير,sadness
نفس اعش بعد بشر تعب نفس وحل داي ضجر في حدا يهن كلم كمل بيه شور انس جلس تعب يا بشر,sadness
رجل ده رخص درج قرف شمه شتم قيم عنه قرف واشمءزاز شكل مش طبع تير صنافير صره,anger
انا مش عيز توت بطل كور كل لعب الل ولد فرج عزل كده خلص,sadness
قان غير ذبح غير حلل,anger
ربي همس فجر ثني عشر رمض ودع رحه قلب فرح سلك سهل امر,joy
ليش احن داء تخف كرم ومك رمب يجي سعد لكل هرل ولء خنع قبل ايد وهو يقل عشن احم,anger
كنتش قدر اسك خلي بقا تمن كلم عزل,sadness
مش زعل ولل حسس بخب امل ناس كتر حلي,sadness
عرف شعر الل بعد الم خذل,sadness
حقد هه ورس بيح كره كفر غصب جرد وره رجل مش نتو قطر امر مصر وره قبءل,anger
كنت جرح اضه علج وثر هدت جوف جرح قتل اسف,sadness
فرح داي عاه لخر كون عمر عشن اهل يهن,joy
عمق تعب واع ضيق نفس الل عيش معا لان قتل روح بطء شدد ولل يزد تعب علج قدم لكن ايد ربط,sadness
قلب قلق يسك فرر الل لهم جعل سعد قلب عرف وحب قرب,sadness
حمدلل مش انا الي نرفز,anger
صحح اخي جيه وحد مرض سبب فرط تدخ الل يجر كوس رفع سعر ويل رفعو زي سعر ذهب,sadness
بقتش عرف امس حجه سبب رعش ايد نقص اي تني حصل سبب محن دي,anger
فرح انك اشف وطن عرب سلم وحد خلص عار لحق امت,joy
حاج رجح الا يقل ساع واصل لين وقف غلي صاعد الل,anger
اسف وضع اصبح زعج,anger
وعد اعل تءج قبل ظءف درب مكن رحمو وتر الل حنا,fear
لهم سعد بسط جنح حزن ورح دثر رضي سلم رحم تغش وتي سلم وما نعم ضعف مناوتوفيقا يظل,joy
حقق الا انس قرفص غرف بءس هلع ردي نظر حمل كتب نول شور سبب قلب كبد معد,sadness
سعد نسب صله رضا الل رحه بال طمن صحه كتب عطء سلم دخل كتب,joy
ايه ده طب هنحضر خطب امت طيب انا عوز رقص,joy
شقر بيض وعي عسل,joy
ربي فكر كتم حزن رعب قول كرم “وابيض عين حزن كظيم”,sadness
اتر طرق تمر حدث لطف دعء ذكر لله بسم جمل مطه اذي اثر جمل دعا اما شهد,joy
متفكريش كتيرر وقل يرب فرح رمض فرح نجح فرح عيد اتم قال امن,joy
انا حزن اخف حزن دري غيب سبب,sadness
حدث حدد عدم امن غذء امن كهرباء كولير فزع رهق قرء رحم ربي,sadness
نغز قلب غير وجع يهل حرف,sadness
لهم استودعتك حيت ويم ورح سعد وفق وارتياحي شي احب قلب حفظ حفظ سعد يرب علم,joy
حين حزن الل,sadness
نكه ايه زفت ايه ده انت صعقتو برد علكو الل,sadness
ولل حين صدم رتع,sadness
وجع تعب روح نهد حره صعد عمق عمق قلب ذكر شخص حبب,sadness
ذعر شرق ضحي فتش حطب سفر وجه بت هاء فرم دهي عقب حسر,sadness
قرب حيه تشف انا وام وحد فتح درع تحض طبطب وفر دوز سعد شكح ومش عرف علم ده فين,joy
ايحز جعل حير ترب ترب بلد وكل خير يحاربونه الن قبح الل باع وطن دولار,sadness
فرح فرح فرر حمء كبه فقد قصم,sadness
عيل صغر ساب شرع جاي رقع ومب جنب كنت هدل تلا قلم وشه امه كانت وقف تضح,anger
الل طبخ قدر ضغط يقو قلب يخي شكل لحل رعب,sadness
بكر عرف مين وحد بعد وررمتهاا ضرب يعن,anger
قرت عبر رعب لحد كفر بلل حقق غضب حزا علم فتن كبر اخف خوف الد عدء,anger
يوم كنت ارد خبر جمع خذل صبح اخف جمع الا انت خذل ان خبر ذلك عبر خذل حزن,sadness
حلو الل يضح احل الل يبك,joy
حمدلل حفظ ضعت هرد منزلتش سمع اتش عشن مش نقص كبه ولل نخب زبل وند زبل حجه تعلق مصر بقت زبل,sadness
ساع دخل يسي عمه ال حسر,sadness
شء حبط ان ستي رعب يكون سذج دي وحج قلق صرح كده همت بقت حيل,sadness
حلم اني قعد رونالدو حور بسل هيسيب ريل يمش قلي لاء يرب طلع كبس ويك فعل هيمش رجع مانشستر يتد تني,joy
اسم لبم كمل وحد سرع اذن اسم رهب شيء الل مرت,joy
خوف ناس حد رده يبق فلد كره جبر وان دين جبر ناس دين حره رحم,anger
شعر رجف قلب حزن رغب عدم ضعه ايم جمل زعج,sadness
رعب عين جمع رغب غدر سير لعن تحل الي قبر حرق يطر رعب وهي عقب حيء كشف كذب قده,fear
ستع بنس تعش عقل قرن بءد ناس همه تكل سرق وش وقع يعن اكد جمد رجع وجد حل وسط,anger
شعر بسي حقق اذت احد بحز خبط اصر ودي جنب الل احب هالاوق,sadness
ختم سابق حيت يفز كثر شخص يضح وسع صدر بسواليفه كثر شخص طرب بصت بعو,joy
دمع دعب اجف وشق يعد ذكر اضي اهت صعد فاس احن بيت قدم,sadness
اه يبن كلب يا سعد يا نكد خلي لءي مدح جمب بقا فتر جيه شعر بخب امل,sadness
كان فرق رقص لبن هه قبح الل فرق شيط رقص بصت حمر,anger
ارد انس ومض عمر ندب جرح ذكر الم وجع تعد ذكر صحب دمع,sadness
بسم تري عمر حصل حصل كن سعد كثر تكون كثر وسم سلم سهل الب وصل جمل واع سلم بسم,joy
وين يا حسر سنو غزل ايس كرم احد ذكر عزم كون وحد,sadness
شوف صور ونش ونا رعب ولل ربن ستر بقي عمير جار ناس دي فعل شكل ده مش قدر حجم كرث نهء,fear
خوف سلم تضق امر يطق د ذكر نءي ليس رهب كلن ذكر نءي,sadness
انت عرف ان حزن رحل يمش سجد بهج فرح تتي دعو,joy
مسك يدر نهم اقل بلد جزر حله مرض فوب اخو لعب لعب عسا فقر رجع عشه,sadness
ولل عضم شوي كسر ششه جلي يرب افز وذا افز بشر,sadness
سلف شعب شيع بدء وعي دين اجت جهز هذي طلع شي الن ذعر علم طرق نهج عبد يرب رشد,fear
نين يجي خير يا حسر,sadness
تكن تكد بان انس يرد هنت ضرب خوف ولل اكن فعل افعل خوف جبناء شاب صفع عمل,anger
فرح فرح ورح بلي يوم اشف بسط رتح بال سكن قلب افي احد رح يجي كنه حد لكت حقك حبي لك هبه,joy
سبب وتر هلس اهو خوف او فوب صطلح فوب يتي طبب علج كثف ادي,fear
اقل خلص وش جنس انا اقل دخل بشء سعد هاا,anger
ريل درد نتس جدد كبر علم حقق برك لوك وحد فرح هدف برا ولا دون تهم شي,joy
فرق سبب لي حزن ولم انس قيد حيه عبدالرحمن جرد اخي غرد خير غرد ذكر الل,sadness
ءات لير دفع سعد رمب شرء ولص تام كرس مايحصل قطر عدم جدد ولص ضحك اتح خلح,anger
قرب مره فرط شعر طول سبل تغر,anger
انا خوف وعد اسن يجي خفق اخف,fear
ذار دول عرب الل هيبيع مصر هيندم ندم سنن غلط ندم سنن,anger
كثر حزن مدت لنت ديت هجر ولا رجع بشر طين كنت خلق طين و حنن وجع عتب شمر,sadness
ذنب قطط عبر شرع عرف ان خطر,anger
وحد ريض لحت ديكور حقد سعد امل سلط كوت قبض حقق ومعاقبته تحا شوق تخرف,anger
الل محط نفس وحن نضح ونن يقل ان شخص فكه كءب كثر ناس حزن انا سعد طيب كذب غصب نكد الل نكد,sadness
انت جنه حد انت شء كبر انت وسط حزن فرح انت وسط لشر خير,joy
شعر خجل ذمر ربي داء فضل,fear
صعب دمع تطع ان حدد دمع شيق ام دمع جرح يشف,sadness
زعل جوا مدف فرح مش يرح,sadness
هما كتب كلم نثر حرف طرق فسر كلم اه خرج جوي قلب عجب قهر الا حقد الا دمع اسي الا وجع,sadness
بهج امل شكر لله قدر انم رحه سلم تعب شكر لله شكر لله شكر لله بحب عمق امت عمق,joy
الل طب انت بعتاهولي ليه ولل سكت نفس عفي عشن اردش عرفش جبت صرر عشم دا نين,anger
ولل صوت عبد حلم بهج نتو الل مبتحبوش ضمر,joy
صدق جبن قلت شيء نقط ودء غبه احس قلب رجف قدر فكر شكل طبع,sadness
يا عم ده تهر هرد,anger
جيل حشر جيل جيل خضع حجه وجل خيف يكون زيهم عيز مرد حجه,sadness
سدل ستر قصه وسف صله سلم فرح جذل بعط كرم نان,joy
انا بقت خيف ايم الل جيه مصر ودي قرب حيت اشل الل جاي كدا كرل وضع رعب رغم اني تضرر,fear
اليوم فين سوس خبر يعن رجع وقت ذكر اده صدم فوت خبر عرف الا الل ذاق,sadness
ملع ابو حيج شخص مش حتج شعر حبط,sadness
خذت شور وهء جو حلو شمع وحط اسك تبع درا وحس شخص جدد,joy
قسم انن بحج اسه رحل فور الي بقع كوكب هشت روح سقف روت ممل طيل سبع سنو اخر ذمر,sadness
وش سعر خدم زدو كثر شهر الي زدو ميه الل يخذ,anger
لما رفز شيء حره الح وحس زجي توز,joy
متح متش برح اده صعب وحس اني مش هحل حجه رعب جدا دعل,sadness
نصر كرم صدق قال ايم برك رمض نصر,joy
كلم بحب مش شرط تكون خصص ربط كلم بحب نفع شخص انت سعد وجد حيت كلم بهج ولل,joy
وجد عشن حسس كون بخب امل,sadness
كذب دعش غرض خوف ناس دفع فرر دعش شمي جزر امر دمر لسد لان قوت قرباط حاج,anger
شلل يشل دعم حكم سقط امم عين لتك ايه,anger
طيب هيك مابيمش حال بدن حلق نزل تيب قدر حتفظ فيا ورد جور بدي حضرو وتن وتل,joy
بقي عشر دقيق اه انت فطر,anger
كدا طمع برح الل كرم ورب جعل خير سعد سرر امه سلم,joy
فرح نجح ودي علق ترم شي الل مو خبر قلي هبل فرق بين صح جمع عرق قاس مو صفه ابد,joy
وكم سفز تدر يا وجه برص انت ماخدتش ابك ومك دلق روح بيت طلع كوك وها مبيرحمش ميغركوش اسم,anger
رغم اني اني توتر خيف كلاسيكو اليوم الي جني شعر رجف حين لحل لقو الا بلل,fear
يتق غضب حلم غضب,anger
حله هلع شءم خوف سوق سوق خلق صعد هبط,anger
سعد بطل رءع عجب حرف وذق رفع الل سعد,joy
وسف شرف حلو كتر قصتو حله رعب كتيرر,joy
فرح وخل فرح عيد نسك اي حزن سنه ونت طيب وعد برك,joy
ملع صدم كرس باستخبار شرع بيت زلم بقي قتل ولاتستطيع حمي يا جبناء كرد,anger
لزم لكل يسف دمرو شخو نفس عشن خلف مش روش بتش زيكم علم تخلف ولد وسخ,anger
امن عيز اقل طلع اشت وضع جمع كدا وحد عرف الل يلا ربن نقم,anger
كمل تصل بعث بهل وخي سءل خنفشار كم وقت حين غرب,disgust
صءم فرح فرح فطر فرح يلق ربه عيد سعد سلم بقع ارض عيد سعد,joy
هه اجت عثلاث بسط لسا كءب عبس,joy
بعد الل ضطرب قلق خءف رجف,sadness
يخل وحد عصب يخل زقق زق,anger
خلص تبر غضب عره بتع طفل,joy
كثر سمع صرخ شرع صرخ يشد اني تكد ان يوم اسف هالصراخ وبت حله طرء,sadness
خير لابتسامه امي صدق فضل شيء صغر زرع دخل سعد عظم خير علم جمع,joy
تلت وحد شبه اشف شرب سجر وحج قمه سفل خرا مش عرف ناس دي اهل فين ده انا بخف قسم بلل,anger
وين بسم حنق وده رجع نقم,sadness
فكر قال علي ذهب الي فرع انه طغي فقل قول لين ذكر او يخش ان كنتم صحب حق حاورو شمو علم,anger
صعب شعر سرق بوس حدا وبج بقل مين محل تخد بوس تعي بحس حلي كمش جرم قتل لين,fear
وضح كده ان حس كبه بءس ونا طفل عشن كنت بحب انم ريم,sadness
شخص برز زرت سود عقل شيل سبب قلق رنب خذ قبظ علش يغظ طرف يمكن,anger
يجي ربك وتر اذا وصل رسل ربط صرح ونا انزل ربط احس اني فعل دخل بوب شهر,anger
غلا قسط درس بعد وين علم رسم وين دعم رسم علم بصر صعد لمذ مش درس فحو دكك جني,anger
رحب خير ونر سرر,joy
عقل زعل تحس ضيق علم كله صدر عشن شتق لحك شخص,sadness
يتر حجه تجب لهم لغم,sadness
صرف نظر سبب عمل الل ادت عدم وجد عرض حسب عرض جهل الل عاه سلط طلق هيه فلس عرص ثير شفق,sadness
قطع كهرباء روس جرم حي روس كنز يرد تجر نهب طرق شرع رهب تهديدوالتخويف نقل بنء سلم حزم,anger
صوت خفض انا ارد صرخ,sadness
كنت سبب سعد انس تكون سبب حطم تدر يمكن شعل دخل شخص شمع طمح جاز ءجر بخر عيد اثن,joy
عز ضحك كسف لمع فيش زيه دري ضحك بيد رسم خده خفف نصر سبع شبب ال,joy
سوس قهر حب كتب لغه عرب طرق صحح,fear
كلم وجد احب ولف احب اقل شي شي نهي كشف ان ناس احب سمع,sadness
حله كره عيد اسن شكل رهب,sadness
سعد حاج عجز حاج قلب سامح وجه بسم قنع نصب ثقه تمه بلل,joy
انن رضي ممر شفي خبر ان عفي يسو ثمن حمدلل لهم نزل عفي ريض تلم,sadness
فرح انك كسب رضي الل,joy
بدع جمل رحم طغي ملع يغظ ضحي شخص ريض حاج علج اهل سجن صدم زات فسو,anger
احس وحد لكل لعب هورايز وحد حسد,sadness
يرب انه روع قلب ديه قرع قلب خوف هلع ذكر بيم نفع فعل وهد يلل فقد طيب حمد ال جسم,sadness
كبر نعم دنا صحب صبح صحت قفل اسء صبح بدي رمض صحب الي حمل نكد قرف جلط لحب,joy
شوف انا بقل كلم وحد الل نقم اذا دعش ولل نصر اذا ظلم,anger
ترا انت فهم غلط,anger
وحد حزن حيت الل ضعت كبه ديه ولل,sadness
لحظ رمج وعه كنا نضح قلب عقب فطوراللي كان نصر دود بلم عبد نصر,joy
فيش صحب او حبيب فرق وان حصل حجه كتر حبه زعل خلص انم فرق يبق اول كان صحب حبيب,sadness
قولو اذا حبب حيت تكون سعد وتك حيت اقل حزن قلل,joy
طبع زعل ساء سلب ضيف عذر خلص حرم سفر وبق حجز فلي دبي انه رحه خدم قرب سعر,sadness
ايه دي ده ده دي فتر كنز خرب امك سور نسي ريح دام,joy
وحد رسل لبه مساء انس مكن سفر ناس رد ابه مساء توت منت سفر تمت,anger
رعب دقق بحا,fear
شعر خوف قلق تعب وتر لزم هالفتر جهل سبب,sadness
كتب شءم ودو عبر راي حيه وسل شفق احد,sadness
ندم ليش ادخل ادب,sadness
ليش ضغن هاي يخو,sadness
قلب مسك لحد يحس غمر وجع دفن جمريتلضي ضلع لحف صبر قتل الم حنن نار ضرم حرق اعل سلفالحداد,sadness
ايه غضب حسب انك سفز حرب خلج فين كنت جوب,anger
كنا حترم كعلماء سقط شر سقط الل سمح,anger
كتر حد معا حزن فرح يوم نمس,joy
هه احن صعد رءس تحد عبد خلق الح زغر سمء فشل زلت كره حضض جمع كلب فلس لصص,anger
صحف نكب خبر نذر شءم احل بلك وصل,anger
مجن حول يثب انه عقل وضح جنن صدق انه عقل عجب,disgust
ودي بعد فصل زمن واس جرح نكد دام بحض دنا امن قلب رسي وعو بلد,sadness
عرض حرش عمر سنو خوف و وتر ضطراب شهه غذء كوابيس نوم فشل تكو صدق نكص احا شكل يول جنس,anger
ودي سرق دمع وبك بدل ما احب اشف يوم بـ عين,sadness
محل بصح مانشوفوش ناس نسو روح علش كامير خفه توع اشي رهب خصه تاع ميت قدر وحد عدي حبس قلب,sadness
يعم ولل متش حلو عيل رقع صواريخ شوه اقم,sadness
حب الي يحب فرح انك,joy
صبح كلم فرح فتح جسر امل لحب كلم شوق تبد صبح ورد اخر جنن دعم وعد اخه دعم بسم خجل دعم,joy
سعد غير الل سعد سعد,joy
الل نسب قرف مش كفي ده جرد معض,disgust
بخر داي احد علم بـ ذبل الذي يسك دخل كنت ظهر بـ صلب,sadness
حدث اي خين رمب اعل دعم طلق لاسراءيل حلف ونت نقل سفر قدس ده كلم مكن رجع,anger
تير صنافير مش سعد دي اسراءيليه الل نقم خون,anger
تبل نفس حتي شفي غلق خطط ترو جلز اجب بشر حبس رلم فءر خوف ان وجد وحد رعب,anger
عام بخر قبل الل منا صلح عمل عيد فرح عمل قبل ذنب حيت درج رفع رقب عتق,joy
دخل مصر رحل قسم نجح سيس فرح ريض فوب اخو رقص يهد احد تءج ثور ضده مصر يكون,anger
رمض لهم جمل قلب رحم عقل حكم نفس صبر لهم جعل بسم عده حدث عبد وحا سعد ختم شهد,joy
ابي يصر قلب برد جلط ججلط الل حول فزز,sadness
اليوم وصل علم درج خيف خفف قان دول نجد دول تبه قرر سلف نذر شءم حدث قدم ايم,anger
حله ربك وخف فقد الي لزم فتر وش لحل الل حفظ حبب غال بس,fear
مبقدرش فهم ازي ناس فضل كتب انه عيز تمت كنع فكه,disgust
رحموو قلب ايه الي يخل شرخ يجش مصر بطل جنز عم دي شعر ـنفاذ صبر,anger
خرع رهب نشر رعب خوف الل وفق امن الل,anger
حاج الل كنا بنس فرح بيه بقت دولوق تقل قلب حسس فرح نحي عدم,sadness
غضب شدد رضي فجء حسس هءل وحش خوف حزن رهب نهي اليوم يبد اليوم غضب شدد تبا حيه,anger
عفر عدل علم صحح سلسل حلو ليش رعب احن تعد يكون كوميد,fear
مره احس انب ضمر كلم وحد جمل ونا جوا مو زي وجز الل احط ضحك ليش طيب انا حقر,sadness
وان خفو مو سله بسط فقد بنت يدل شيء كثر بنت لزم ضغط عليهمم الل صبر اهل يرب,sadness
خيف ليه من رسي عشن عوز حفظ بنت الل انت بهدل في سجن غرب,anger
الل يرح قلب يمح شي ضيق الل جعل عين عرف زعل حزن الل سعد سعد ابد حفظ احب,joy
دخل هاشتاق افه سخف بشع يدر ليك رتو نشر صور ءذه عين و كيبوب ضرب منو تحط صور احل,anger
طيب دعل ربن يهد ذكر عشن حسش انب ضمر متح اني حلتش,fear
يحس زبل اسل عرف بين تتر بعد يتق دعس لان دعس جيك هه,anger
ارح اقر قال شيء شخص شهر تمس كمه عسه فحا جلس فكر بحا رح اعش,sadness
تقل ذعر طبع رح تهذ,fear
كنت نيت شوه مكن تنل تجز او نجب طفل سزج تشب نقض ليل فرج يلم قدم لو كنت است شوه,sadness
حسس صعب اوي تكون تحب شخص ومش قدر صرح بلل جوك وجع,sadness
وشل ندو قلب جرح,sadness
لحل الل مرض يشل شل,sadness
•• سعد حلم فءل وحس ظن بلل ثق داء الد مده الل تعد فرغ ثقه فءل,joy
ودي فرح امي تعب الي تعب رمض قدم شغل بلغ ولل يهي فرح الل سعد دنا وخر عيد مع رغد حمد,joy
الل يجر بس خلف عقل مش لهي درج ولك يعن ازا انت تحب رجعل شو دخل ناس اخر زمن,anger
يوم عيد يوم فرح سرر ونس وصل وبر عتب كثر لوم تخر قطع مده,joy
شوق وتق هدء سكن حمدلل نعم رمض,joy
حقق انا بقتش عرف انا فيا ايه وله دا حصل شته,sadness
حبط فجر حرم رسل غرب قال سلم رعب طلق اسلاموفوب سلم برء رهب,anger
اعل قهر خير يعش سعد ظلمو امر خذو شي الل يخذ يمو وبن جعع,sadness
رجل بلد يحب كتب كده علش ناس فهم زعل نفس حله صيغ دي,joy
علم صري حرض هوء رسم هدف قطر شعب قيد حرض كره قطر مصر,anger
لهم ارح قلب سعد سعد ابد يشق دنا اخر رزق ايتم بشر خير يبك سجد فرح,joy
صحح شهر عبد حرم عقل علم ثقف نصح جنب سخف علم جمل شعر لقف سعد,joy
امس زعج ذنب اليوم يرك عبس,sadness
سنه ونت بهج يا جبي ياخ,joy
فرح ضحك تشف ضحك صحب ليك مايشوف تشف رضا امك دعو ليك,joy
في اليوم بمت يجي الف كل مره بدق عذب خصص عشا كلف,sadness
شعب سعد نهي شهم كرم كوي ابن عزو غشم زلت حفظ علم سعد,joy
قلب مزق مزق ذكر تمل دمع يكف بكء نال شرر اذي حقه ضرر,sadness
حرم لمت نست رحم عشن ظفو ايش سنو نسي شي حرم منع عشن نكل الل ظلم علم حسب نقل,sadness
ءسف ان نجد دره تفق تضع عزل جماهير تفق وفه وقف يوم نخب بقه عذر صرح,sadness
اضي كنت اخف موت اليوم اخف احب موت قلق سمر يتر,fear
طلب عجز وصف دقق اعند مو فتح صنع صنع بنت او رجل طلب زوج حلل خطب عرس,anger
دكتور حقر اطرد الا درس الل كلم رشلو بمت دمع حزن بكء غمء داينق,sadness
لهل عدي عدي امر مو لزم شيء يكون كنه صحح,anger
اتم خاف وتوقعاتي تصب عاك اتم تكون بعد كلا,fear
حدد رتد نره يكم نظر شيء بمك عين قلب تكون حدد احد يدر,sadness
شكل كلم الل ابي اقل فيه نفع اقل صيم اسف عجل كفر سلم,sadness
حيت ضبط عبر هالشيء اذا شفت اني مكن تذي سبب هالتف لبس سمع سمع وسق دخل علم قفل اي باب زعج,sadness
سءل وخف زعل ده مش ضعف كل حكي ان انا مش بحب تكون نهي حكي سبب انا بس طبع حضر صمم ع فرق اهل سهل,sadness
خرج ناس يقل ان بلد عرض ءمر كون ولد رحم خين الل,anger
قوه فرح صحت رجع انم يرب يصر كمل,joy
ضيق صدر صدر وسع هدت حيل حيل قوي ندم الم حزن فرق حقق حزن طفش طفش,sadness
ودي اسر دي حرك خيف كمش,fear
اشت فطر غرب سحر شهه فطر صبح,joy
بحث قوقل خفق قلب ضيق نفس طلع حتج قسطر اعذ بلل احا جهل نعم,anger
تيم زعج رسءل وتس حول قدر اسي ولو,anger
تدر وش الل تعب قلب شخص تشل عين يعم شعر قصد شيل حب فرق عتب حزن رمز خطر بوح غزل صور حزن عتب,sadness
يمه رعب رجف دوخ,fear
هجم كوس دفع كوس طيب ليش دخل هدف سهل شكل حار عين اهل,sadness
عيز فرح هرد خرج كبه الل انا,sadness
اكد باب فكه فيش انس عقل يقل هكي,joy
سحر ونا زعل امس شهي اكل كثر اليوم انا ندم سعه ابعد تجي ظهر ندم حسر جوع قهر وجع اه بوح ولم,sadness
عدل سبع كوب سكف يوم سحي عفي غرب ليه جني خفق قلب,sadness
زعل الل بيج اي حجه حله دا قرف,sadness
وحد كسف شتم كله مصر عشن وضع بده روت ممل فشخ هعمل ولو فضل كلم تني,sadness
مش قدر تخل انن وصل رحل انن لزم نحم ارض الل حكم في وقت الل لسه مش قدر نخد فيه حقق طبع بءس,sadness
تبك يوم زفف فرح هوب حزن دمع فرح هدء هه,joy
طز حكم ذنب شعب شعب الل دفع ثمن داي بغد حكم صلح صلح تبق ضغن فرد جمع,anger
كلم علم ربع جسم حيه بدت اشف حجت تحر,fear
فرح نجح خرج حمد لله جمع يلل شعر حلو يخي الل سعد يا دكتور حمد,joy
چلب الل قدم بيت بط رسي بط جنه حلف مايزعج الا نوم,anger
ترك حزن قلق كبه جان اما انا بلي,sadness
رره فقد وجع غصه حنن بكه رحم الل روح وجع رحل ءلم,sadness
حمدالل اني اقل حقه اي كلم تدي قدم الل وكن تكد لحظ اول انه برء كانت ذعر وخف سمح يا غدر,sadness
لخص جلس جلس امن حله قرف واشمءزاز علم صرف اسد افش الا ندب روس يحك قصص ضحك ندب ولف عود كلم,anger
بءس بءس بءس وحد كدا,sadness
زجي قلب بثن عصب فرط وحي شيء سخف لان اكب ويج وقف سخف نفذ صبر,anger
الل يحب يدع نجح متح بجر وير تصح خلص دعء ياس,fear
بحبش عمل اي خطا ملء في كتب توت خلص يعن نست حرف مكن مسح توت كتب تني عدي فوب,fear
وحد هرب قرف زعل قعد هزر يضح يلق ناس الل هزر معا اصل كسف فهم هزر غلط رجع قوقع كمل زعل وحد,sadness
شخص صبر همل فتر عين يشف افي فيد صبر سحب علم نفس همل صبر,anger
صحب معا تظل حيه حتض بكل حنه,joy
