words,emotion
@bne_6 ايه شفت أول حلقتين وأحس بديت أتذكر اللي قرأت xD يس أكيد الأنمي أرهب بكثير 💘,joy
عندما تكوني ببالغ حزنك بالغي بأناقتك كثيرا فهي كفيله بحمايتك من شفقة الآخرين 💔 💔,sadness
الدنيا دوارة وكل حاجة بتترد، وكل حاجة أذيت فيها شخص شوفتها بتترد لي بنفس التفاصيل ف وقت ما حد بيأذيني بكون متأكد أنه هيتعرض بنفس الأذى,sadness
افرح وعيش أنت غالي علينا، اوعى تحزن يوم \nبكرة هاترجع تضحك لينا هتنسى أي هموم ..\n#أصالة #افرح_وعيش \n@AssalaOfficial,joy
@9najran الشياطين صفدت في هذا الشهر الكريم وبني حوثه باقي 😕\nالله يشلهم ولايبقي منهم حد في ذا الساعه,sadness
ربنا ينتقم من كل واحد قال كلام مطلعش منى و من كل واحد بيتكلم عليا و بيشوه ف صورتى🙌🏻🙏🏻,sadness
في شهر رمضان لاحظو الشهر الفضيل.. فيه ناس يسرقون! مو بس سرقه تخويف مسلم ! \n انتو بشر ولا شياطين إنس؟.,anger
"#سعادة الانسان هي الشكر و الصبر و الاستغفار ""أسأل الله أن يسعد قلبي وقلوبكم بما تتمنون❤",joy
@malrubaa اجدت وافدت وقسما بالله انك ابدعت،ولا اعتقد ان احد شاهد هذي الحلقة وما ضحك من قلبه😂😂😂انت تملك روح الدعابة والطرفةمنقطعة النظير👍🏽👍🏽,joy
جرب تعيش على حسب حدسك وعقلك الباطن بدون ما تتردد بيوم .. شوف شلون السعاده ❤,joy
"كان بأستطاعتك أن تداري سوء مزاجي ونبرة الهلع في صوتي وال""لست على مايرام""المختبئة خلف"" بخير"" كان ب امكانك فهم تناقضاتي",sadness
العيال في الشارع بيفرقعو ا قدام البيت. رحت  طاع وشاخط شخطه هزت ارجاء الشارع😂عينك متشوف الا النور الشارع كله طلع يشوف ايه البيحصل عاوز انام 💪,joy
والله انك صادق لولا العملاء ماتقدرتسوي اي شيء جبانة,disgust
@anaahabiba17 تسلمى وتعيشى ربنا يسعدك ويهنيكى يا عمرى,joy
كان طبيعى تعيش حياتك بعد منهم ف إكتئاب ما اللى وعدك انه يفضل هو أول حد غاب 😥 💔,sadness
مرحبا نجمتي أنا يائس ومكتئب ومنزعج جدا حتى أن صوتي قد بح من شدة حزني خذي بيدي فأنا مشارف على الوقوع بتلك الحفره مجددا 😴 🌌,sadness
يخربيت ام الضرس المخروم اللى هيقعد يجبنى العيادة و يودينى ١٠٠ مرة 😡,sadness
ايوه بقا 13 يوم اجازه ياناس — feeling باهموت من الفرحه,joy
@234_aadd مساك #سعادة  ي مصدرها ربي يسعدك 🌹😍,joy
الواحد قلقان من انه مش قلقان من امتحان بكره ده,fear
أنا لست أخشى #الذئب ذئبا انما أخشاه في جلد #الحمل #رعبي #عدو لا أراه أو لا أراه إلا إذا #فات_الأوان #نجيب_سرور,fear
اتذكرداعيه ألقت لنا محاضره عن اشياءتخوف وترهب واحنا تونا صغار متوسط وثانوي تفله بحجم السماء لك بدل مايرغبون بألجنه طوالي ترهيب #غرابيب_سود,fear
@I8l8lI ليه مبعد وانت داري اني .. حزين!\n\n^ صح بوحك 🌹,sadness
جدا سهل انك تشتم و تسب و تحكي كلام وسخ لكن هذا ابدا ما بخليك قوي أو عبقري في الردود انت عبارة عن كلب بنبح كلام بلا قيمة,anger
@RikardoChidiac بعدني ناطر يا تبع سلاح الترهيب. منتحرين الشباب خيّو هههه,joy
@mahaelfiky48 @toqa_yasserr انتي ما بتحبيش الشوكولاته يا مها هانم مش كل ما اطلب حاجه تطلبيها 😠😠😠 سيبني استمتع مره من نفسي,anger
طول ما عندك فوبيا من الخوف من النتيجة عمرك ما هتبقي ايجابي ولا هتعرف تعمل حاجة تسعدك والندم دا من متع الحياه لو مفيش ندم,fear
@sherine \nاول مره في رمضان  دايماً مستحيل تقدر تنساها  \nفرحه كبيره ليك و لغيرك مستحيل تقدر تنساها #شيرين\n#فرحة_أول_مرة,joy
عند حلول منتصف الليل ازداد قلقنا وخوفنا عليها امي تدعو من جهة واختي تدعو من جهة اما انا اشاهد نافذة وفي هذه ليلة لم ينم احد,sadness
@audinasser والله كفايه 😤,anger
حاس إني وصلت ل مرحلة راضي عنها خالي من أي عتاب أو أي إنتظار هدوء داخلي جدا ينحب,joy
"لا يجتمع في القلب نقيضان ""القرآن والموسيقى"" إن كنت تبحث عن السعادة فستجدها في القرب من الله راجع قلبك❤ #حفله_عبدالمجيد_عبدالله_في_الكويت",joy
دكتور هل من لديه نوبات ذعر عليه ذنب اذا لم يذهب الى المسجد,sadness
أتوقع مجرد تخويف لناس لكن الحكومه ماحد يخوفها,fear
أحببت هذا اليوم جدا كنت تضحك انت فأبتسم أنا تتحدث فأقع في حب أحاديثك تقبلني و أبلغ عنان السماء حبا قربك الأمان و كل مادونك غربة,joy
@Huda_Nadal الله يقرفه 😠😠 ،، لو اني منها كنت سببت له عاهة باصابعه هذه 😠 !! ،، و عادي لو تجرحها له و تمسحها بالمسحات الطبية عشان يتربى 😂,anger
@hachmi123__hgtp غضبت من تباهي هذي اليهودية العجيب ان احدا الاخوات رأت الصورة معي فأعجبها هذا الباس فزاد غضبي منهما ☺️,anger
مر على فقيدتي سنين و ما زالت تلك الصدمة تأسرني و مازال فقدانها جرح لا يبرأ 🍂 💔,sadness
قريت منشنك هذا قبل انام وشفت كابوس انت كنت فيه 🤦 🏻 ‍♀️🤦 🏻 ‍♀️,anger
معرف كيف أراضي وانا ازعل من الشخص نفسه لانه زعل,sadness
@SaMoRaAli النهاردة الواحد نفسه مغمومة خالص؛ وعاوز يسافر بس مش ﻷي دولة .. لكوكب تاني .. للمريخ! :(,sadness
انني طيب بما يكفي لاسامحك ولكني لست غبيا بما يكفي لاثق بك مره اخرى,anger
والناس العادية مع تصعيد الأحداث هاتبقى مركزة فى ده بتبقى حالة هلع وفعلا بتبقى ظى ردود الافعال العاديه,anger
البسي يا مهجتي ثوب السواد فعلي الكرار قد آن الحداد ⚫ ️ ضربة هدت أساقيف العماد 💔 #فعلها_الشقي_بغدر_الوصي #ح_ي_د_ر_ه #ياعلي #ياعلي_مأجورين,sadness
@silentonly87 مدري ليش حسيت بسعادة لانك مكروف 🙊,joy
هههههه الظاهر الواحد كان فاهم حجات كتير اوي غلط منها ان كان فيه كلام بيتقال وانا من عبطي افتكرتو عليا انا\nامممم بصراحه مش عارف اقول ايه 😕😞😟🤕,sadness
لا حزن يشبه حزن القلب على الميت ولا شوق أصدق من الشوق للميت اللهم ارحم عبدالله بقدر ما كان وجع رحيله أعظم من أن يتحمله بكاء,sadness
@_Dalissima_ بطلت من كذا سنة أعيد لأعياد عامة وبقيت أكتفي بالمناسبات الخاصة. وتقدري تقولي المصايب بقت بترف مطر مش ملاحقين في كل مناسبة.,sadness
معاك أعيش فرحة بدون حدود\nوأحبك حُب أكبر من مدى سنينك💉❤️..,joy
حبيبت قلبى انتي من يزعل منك بس نمازحك 💔 😂,joy
سوو فتن وخربوا الدول العربيه \nالحين يايين ع الدول الخليجيه \nمدري من لي ورا كل ها \nالله ينتقم منهم .,sadness
لمن عزيز لك يكون في المستشفى يصير كل اتصال مرعب 💔 😔,fear
عندي فوبيا من انواع منهم بس بس متأكد ال بيحب تربيتهم يحس ال بتقولي عليه أكتر طبعا وأن في بشر مش محصلين كلاب حتى 😃 👌,sadness
اول مره ف حياتي اكون خايف انام #مرعوب 😰,fear
@roseshoq حنا سدحوا بنت وكفنوها 😩\nخذت لي شهر وانا مروعه ما انام زين لاصقة في امي الله يغفر لها,sadness
@_sokon_ @vd04401 اللهم امين يارب العالمين واشكرك همس القلوب مش الروح على متابعتك الطيبه السعيده الجميله مثلك,joy
في مثل هذه اللحظات قبل ١ سنوات كنت أعيش ذعر اشتداد الإعصار #جونو في منزل جيراني الأودية القوية تحيط بالمنزل وانقطع تواصلنا نهائيا مع أهلنا,sadness
@docshayji لان الشعوب مثل الغنم. تبع من تحال لها خوفا من بطش حكامهم,anger
ماهو شعور الفرح كثر ماهو شعور الاستياء 😔,sadness
مجتهد أرعب ال سعود رجل بمعني الكلمه,fear
• ليس لدي شيء #أخاف أن أفقده سوى #هدوء_أعصابي,fear
خليك دايمن فرحان حتى لو وقعت فى مشكله ولا تزعل وخلى حياتك فرح وسرور واعرف ان الدنيا ماهى إلا اختبار 😘 😍 بحبكم,joy
@YaraSaeid74 الكآبة دي اجباري مش اختياري بلص ان مفيش حاجة تفرح والله🤦,sadness
@ama__ana ههههههههه انا بحب التشويق جداً واصلا مبتفرجش ع مسلسلات بس دة شدني,joy
إلى متى سيرفرات #EA يعني الواحد مايقدر يستانس لو يوم العب ثلاث امباريات وراء بعض وكل شوي يفصل الله يسخط عليها سيرفرات 😠💔,anger
يا خطباء الجمعه و أئمتها يا علماء المسلمين اغضبوا لله و حرضوا الناس على الغضب لله عل الله يرفع عنا جميعا هذا البلاء الذى نحن فيه اللهم بلغت,anger
أنا فضلت أتظاهر بالهبل و إن مافيش حاجة فارقة معايا لحد ما أقرب ناس ليا حتى مابقوش يحترموا حزني أو إني مُمكن أكون بمر بفترة صعبة فعلاً،,sadness
@MahaHegazy2016 @CleopatraPhVII دول ولاد ستين ف سبعين تيت 😠,anger
بكى قلبي لما غاب عني المطر لما أرعبني الجفاف,sadness
@TTshroug في جميع الحالات انا ماني راضيه عنه 😤,disgust
الزواج : مثل الحمامات العامة اللي جوا مش طايق الريحه وإللي برا مش قادر يستنى #نكد,anger
@almlki873 الفلوس اللى كان يصرفها عشان يزعزع أمن جيرانه وأمن المسلمين صار يصرفها خوفا على أمنه و أنقلب السحر على الساحر,anger
يارب انام يارب انام يارب انام!! مو طبيعي كل ماغمضت عيني فزيت من النوم مرتاعه مدري ليش ، كذا قلبي قاعد يحرقني فيني غصه برضو مدري ليش وجع,sadness
لما اشوف تشكيلة #يوفنتوس و بنش الاحتياط ارتاح قليلا لكن بمجرد تذكر تعادلنا مع أتلنتا و أودينيزي انزعج و اتضايق كل ما أخشاه تهور اللغري,sadness
عايزةاشوفك بتمثل كوميدى يا عباس لان فيك حس الفكاهة انك تقول كلام عادى جدا واللى قدامك يموت ضحك وانت ولا الهوا #حكايات_بنات3_الحلقة_السادسه,joy
تعرفين شعور قلبك يحتترق بس عيونك م تبكي بس من جوا مليانه حزن وذبول خلاص تبي تقضين كل عمرك بالنوم وتهربي من هالشعور,sadness
#كنزه_نجمة_لن_تتكرر انتي بالنسبه لنا الفرح و السعاده انتي كالحلم الذي لا نتمنى ان نستيقظ منه #kenzamorsli,joy
الحوثي يقتل الشعب ويقول : اللهم تقبل صيامنا وصالح اعمالنا.\n\nحشيش خطير ومهره وسخه \n#الحوثي \n #نجران_آلان \n#صعده #صنعاء #الرياض #عاصفة_الحزم,anger
هدوء الغاضب بطبيعته مقلق و غضب الهادئ بطبيعته مخيف,anger
لحد يكلمني هالفترة عايشة ف حالة كآبة عميقةة,sadness
أوحش أنواع #الزعل انك تكون زعلان علي #نفسك,sadness
15: مقصرة معاكى جدا غصب عنى والله اكيد زعلانة منى فأسفة بجد انتى طيبة ومبهجة وتتحبى والله ومتزعليش منى بالله ربنا يعلم معزتك ❤ 💕,sadness
اليوم حنا في وقتً فيه حتى الحزين\nيمكن  يحسدونه  العالم  على  دمعه\nلـ@alhaaaaaml\n#بيت_تحبه_لشاعر_تتابعه,sadness
مركز أبولو دبي و مركز أبولو دبي فرع أبوظبي يتمنو لكم عيد فطر سعيد ومبارك #أبولو #عيد_الفطر #تبريكات #دبي #أبوظبي #رجال #معايدة #فطر_سعيد,joy
بوفون: عندما تشارك الفرح مع زملائك في الفريق وبوجود العائلة والأصدقاء في المدرجات وهم سعداء لك وتكون سعيدا معهم هو أعظم الإشباع #ASMJuve,joy
عن الشخص اللي يخلي الإبتسامة توصل لين قلبك,joy
@urhshis بس لازم نعلمه ان انتي الي طلعتي التاق مو على كيفه ينسبه لجمهوره كل الجماهير شاركت😡,anger
المادة سهلة وحلوة بحسها لعبة بس الدكتور نبيل خوفنا من كلامو الميد الاول جبت أعلى علامة بيحكي ميد تو صعب جدا 💔 💔 😭,sadness
"أنا حزينه بشكل حقيقي وبدون لف ودوران و ماعندي شخص يقول لي "" لاتحزني .. فالحزن في عينيك من أعدائي"":(",sadness
الحمد لله الذى عافانا من مشاهدة مسلسلات رمضان ففي القلب حزن والحداد تعلنه الاحاسيس,sadness
الواحد مش زعلان والله، بس حاسس بخيبة أمل من ناس كتير,sadness
حسبنا الله ونعم الوكيل #ظلم #قهر #خيانة,sadness
أقسى شعور أن تصدق بكل حواسك وتكافأ بالخذلان أقسى شعور أن يخيب أملك في من كان كل أملك #غربة_مشاعر,sadness
الساخطين من دخول السولار المصري شو جنسكو ...\nما في وصف يوصفكم ...,anger
@FCBinsider انا خلصت الماجستير ٢٠١٠ و اتخرجت من الثانويه عام ٢٠٠٠ و الله كابوس الفيزياء الصبح بكره مازال يجيني اصحى و الدمعه على خدي 😂,sadness
وبذكر الله واسمائه الحسنى أحصن سعادة عائلتنا لهذه الليلة وان لايشوبها نقص ولاحزن~ الهي استودعتك فرحة أختي وتمم لها~ 👰 🏼 👨 🏻 🙏 🏻 💗 #أفراح_آل_بخاري,joy
أي صيغة تناسب هذا التوتر الحاصل الآن أي كلمة وأي تصريح محسوب علينا والعواطف غالبة لذا يجب مراعاة ذلك هذه وجهة نظري,sadness
لا تخاف العمر يمضي وخلك طروب ان كبرنا يرجعناا حنين الصبا راح نبقى سوى رغم اختلاف الدروب شاءٓ من شاء يا خلي وابىٓ من ابى,sadness
حسبي الله ونعم الوكيل \nانا باعتذر للكل مش قادرة اكمل تهاني بحلول رمضان \nالحداد مالي قلبي\nعالاطفال اللي راحت😔😔😔\n#مصر\n #رمضان_كريم\n#المنيا,sadness
اكره صوتي لما يكون فيه بحة بكى اكرهه شكلي وانا احاول اتكلم بس مخنوقةة من داخلي اكرهه عيوني لما تدمع ب الوقت الغلط 💔 #نوبة #خروج #حكٱيہ_غيم,sadness
اخي قاسي القلب وش الفايده بأنك تصور في وقت المفروض انك تكون متأثر ومرتاع من الحادث؟!ف ذا الوقت يا ساعد ي فارق جعلك باللي مانيب قايله,sadness
فى حاجات الزعل فيها لازم يركن على جمب بالنسبالى حتى لو الشخص اذانى 😅,sadness
سرني اليوم خبر ترقية صديقي وأخي سعادة الدكتور عبدالمحسن القرني الى درجة أستاذ مشارك الرجل المتألق دائما الف مبروك,joy
ما راح اسمح لنفسي اظل جبانة هذي هي خطوتي الاولى وراح اتحمل نتيجتها على الرغم من الخوف اللي يقبع داخلي,fear
??كيف نجتمع على حافة الرسائل الإلكترونية التي ﻻ تملك رائحة وﻻ تفاصيل 🥀 #سحر_خانوم,sadness
و مصاريف بقي و طلوع و نزول و تعب و شد اعصاب و ضغط طالع و نازل و مكدرة الي في البيت و رايحة درس و جايه من درس و كله بلح البلح في آخر,sadness
كنت كائن خائف مرتجف متأهب لأي سقوط مفاجئ أما الآن فأنا أدرك أن بالقرب من أيامي ثقب كبير ثقب سوف يسحبني ببشاعة وسأقاومه,fear
م تركتك جرح لو حزني حياة م بكيتك ليل عطني آخرك لو تجي بعدي الوف من البنات م تجي مثلي عظيمة تكسرك,sadness
شيء محبط وكئيب الحاصل في قصة دينا استغاثة تحولت الى دعوات بالقتل ولؤم مرعب #SaveDinaAli,sadness
الزعل اصلا مرض فالعلاج ما تزعلي اصلا 🌚,sadness
??يعانون الطالبات من غضب المعلمات لانهن لم يرتحن في عملهن ثم ينعكس ذلك على اداء المعلمة في الصف ريحوا المعلمات #كابوس_حوادث_المعلمات,sadness
مش كفايه امتحان الانجليزي جهة صعب كمان جابولهم  الفيزيا زفت😤,sadness
@Nefro79 شوفلنا دكتور زميل أمراض نفسية بقى نعالج نفسنا بدل ما ننشر خوفنا الوضيع ده ليطلع وباء ولا حاجة 😂,fear
واحد كان بيبيع صواريخ باين وعيل صغير بيشتري منه فعشان يقنعه انه يشتري كتير قاله ده حلو ده تولعه يفرقع ف أي حد من دماغ اصحابك ماركيتينج جميل 💙,surprise
يـارب هالفجر جايب معاه كل خير وسعاده وتوفيق يارب آختبار آجمل مما نتوقع استودعنا كٌل شي عندك وانتّ خير حفيظ 💌🎈.,joy
"حاليا متنرفزة من اللي عمينتقد اللي مو فرحان بالعيد اكتر من النفسية ""اللي مو فرحان بالعيد"" ذات نفسه خلص فهمنا اقسم بالله",anger
صباحووو يا حلوووين 😍✊\nبدنا نلعب لعبةة يلي قدها يعلق 😉😜\n#حنين ☺,joy
فى ناس لو #ضحكت نفسى أحنطها من جمالها #مساكم سعادة,joy
من بعد فرقاك صار فراقهم عادي \nمن جاني رحبت به ومن راح ودعته.,sadness
وكلهم هيمشوا ..\nوانا هرجع تاني ..\nلوحدتي ..\nولوحدي ..\n#مروان عاطف #الوحدة,sadness
أخاف قلبي يبطل يتحمل 💔 ✨,sadness
ميسي عمره ٢٩ ونيمار ٢٥ انريكي هو سبب خوفنا هالموسم لكنه ماشي بعد شهر و سيرجع الرعب الي عشش في قلوبكم من عشر سنين 😉 الليل طويل,fear
أعلن بك نصرتي على كل خطر يهدد عائلتي عل كل ما يحيط ببيتي من أخطار على كل فكر شرير على كل عادة رديئة على كل مخاوف وهمية #ماهر_صموئيل,anger
تقبل الله منا ومنكم صالح الأعمال #عيد_سعيد #عيد_الفطر1438 #شوال #عيد_الفجر,joy
وجع بطني مب وقته ابد :( (,sadness
لما تسعى لأمر وبكامل قواك العقلية واذا حصلت عليه فجأة يجيك احساس خوف ورهبة وتندم على هالخطوة 😩 💔 وش هالخبال ياانا,sadness
المشكلة تجاوزت انكار المنكر إلى الفرح به والشماتة والانتصار للنفس والانتقام من الشيخ لوقوفه ضد منكرات سابقة,anger
#احتفالات_عيد_الرياض يا سلام عندنا الجسر المعلق وطريق الملك خريص فديت السياحة والترفيه يخقق 😊,joy
كم اتمني ان اقتل هذا الفتي بداخلي\nفأنه دائما ينظر للبريق بأعين مرتجفة\nالعروق اخترقت صلبة عينيه حتي تحولت الي سيول من الدماء,sadness
شكرا والله ماقصرتو مفاجئة فخمة ومرتبة وتكفي فرحة محمدوعبدالله فيها 👬 😭 😍 ❤️❤️ #ضيف_التوينز2 #احتفالية_التوينز,joy
انا مش قادر افهم ازاي الستات بيستحملوا يقرروا كل يوم كل يوم كل يوم هيطبخوا ايه #كابوس,anger
و بعدين يعني مااا اشوف المسلسل 😤,sadness
: لو قلت لك قصة حياتي بالابيات كان ادمعت عينك بدل دمعها دم قصة تعاسه حزن آلام وآهات جرح وعذاب القلب هم ورى هم,sadness
كل تلك الأكتاف قادرة على حمل رأسك لكن و ل سوء حظك ليس بينهم الكتف التي تحب #وجع,sadness
لو #خايف علي #الكنيسه كنت #امنتها ولو #امنتها وحصل #تفجير يبقي انت #فاأشل عارفين مين #عمل كده وعمل كده لي و #علشان اي #حسبي الله عليكم,anger
مو خايفه من المسائل قد خوفي من البلاوي الثانيه 🌚,anger
هههههههههههههههههههههههههههه و الله العظيم هالحساب أرهب شيء صار بيومي,joy
مفيش ولا سبب حلوا يأكدلي الي انا ممكن أعيش (#بائس),sadness
وش هالجيران 😡 ازعاج 😩,anger
لو إللى باقى من عمرى هعيشه #حزين مش عاوز أعيش عمرى ولو ليومين 😢 ن H ونى 😢,sadness
الإستماع إلى # الأب أثناء # عصبيته_وصراخه ،\nمثل قراءة شروط وقوانين # مواقع_الإنترنت ..\nما # بتفهم شي ، بس # بتضغط موافق 👍😅😂😂😂😂\n#لانا,anger
@alasady111 بشر خوفناكم بترامب معانا 😜😉,fear
و تمر في بالي مثل الصبح مسرور شمسك تجيب النور و ضحكاتك ظلالي ❤️,joy
موضوع كريستيانو مسوي قلق فالتايم لاين عندي اكثر من قطر بكبرها,anger
صباحك انا وبكل سرور,joy
حاربت فيك الدنيا بناسها لين هدمتني بخذلانك,sadness
يااارب..\nحاسه روحي جد تعباانه.\nنتمنى انخش لخيمه عزاء نبكي وإنفس ع نفسي شويه وما يسالني علاش تبكي.\n😢😢😢😢,sadness
آه تلو آه ماذا بك سيجمعني حزن آخر شجن حنين إن الحزن لا يحتاج لزينة يكفيه وجه النساء ليكون على ملامحهن نبيا,sadness
#BF_باقي_3_ايام اللهم اجعل ختامها مسك وطيب بالافراح أيام قناة BF الغالية ويجعل طيب صيتها في الأعالي يارب العالمين,joy
اكتر حاجه بتضايقني لما الاقي حد مهمل ف عربيته 😤😤 العربيه روح زيها زي البني آدم بظبط لما تحافظ عليها هي بتحافظ عليك والله,anger
@_NoMear الفيديوهات دي ممتعة قوي و  بتعصبني 😠,joy
السكوت موجع والكلام ماهو إلا زيادة ألم والجرح خذته وشابت به أيامي روضت العمر صبر والسنين طوال والقرار أصعب من دمعة يتيم #أماني_الروح,sadness
@NRJEgypt @KindaAlloush @amryoussef100 احلى مسلسل اذاعي بجد خفة دم عمرو و كندة و ايهاب فهمي مش معقولة رجعوني احب اسمع مسلسل في اذاعة😍😍,joy
@ttrraaf ماجد المهندس افادنا بأخلاقه الطيبة وحسن سلوكه انتي تستصغرين منه على اي اساس مع احترامي على الاقل ماهو مهرج 😘,anger
النهارده فيه كسل رهيب في الجو! أول يوم أحس بخنقه كده من اسبوع مثلا!! اللهم نشاط وفوقان كده يارب 🙏,sadness
هامورة تقتبس كلامي وتفسره على كيفها وتشتمني بعدين اذا حققت مرادها تبلكني \n#قصة_افلاس_قصيرة\n#غيرة\n#حقد,anger
أحياناً أحس أني روحي خُلقت في مكان آخر\nوإلا وش تفسير الاستياء من لحظة ولادتي إلى الآن من العيش في السعودية,sadness
يسوي نفسه حزين على فراقي وانا ادري انه اسعد انسان بدنيا,sadness
يفسرون غضبي شر يفسرون مزاجي المتقلب نفاق كل ما اصبح حزين وغاضب يخبروني بان هذه شخصيتي الحقيقه وكاني جبل يتحمل كل شي ولا يحس,sadness
أكره السلبييييييين!! ياخي لا تسوي فيها انك فاهم الكُفت وانت ما تدري ايش بيسير. خلي سلبياتك لنفسك 😡😡😡😡,anger
أقسى شعور يراودك وأنت مخذول 💔 إننك على كثر الوجع كنت طيب,sadness
ابي حمام بغرفتي عشان اتروش و أخرج و مايكون قدامي ناس لاني صرت أخاف اذا تروشت و طلعت و لقيت قدامي أحد أو سمعته يسولف.\nمدري شعور يضايق ويخوف,sadness
حفظت السور اللى بتيجى فى الامتحان وطلع الدكتور مبيكررش الاسئله \nحاجه مرعبه يعنى,fear
بعدين متقوقع كيف غريب اصلا ان تضرب أمثلة خارج ظروفك الموضوعية علی الساحة الإقليمية والمحلية والدولية وأدوات التي تملكها,anger
يارب أيام جميلة و أخبار مفرحة و نفس مقتنعة و قلب مرتاح و راحة بال و توفيق من عندك 💕 ✨,joy
فول تعب عقب التمرين بس احلي شعور #خميس #ويكند #قطر #رياضة #الحمدالله,joy
الأتراك تاريخهم اسود ملطخ بدماء المسلمين وغير المسلمين الله ينتقم منهم,anger
ايوه انا اللي بغلط دايما وانتو ماشاء الله \n\nبتشخو كنافة بالمانجه 😤,anger
- أنا ڪنت #زعلان شويﮧ مش أڪتر 💔 ✋ ڪنت محتاج شويﮧ وقت #مڪانش لازم تسيبني :( 💔 -,sadness
خذاه الوقت و ظروفه و خلاني وحيد ما أملك سوا صورة و تنهيدة,sadness
لما تشتاق لشخص ميت هو الموت الاساسي تحس انك جسد بدون روح هو الذبول والوجع الي ما تحس فيه ولا تقدر توقف.,sadness
مكرهش ف حياتي قد الشخصية المادية 😠,anger
طز مدريد #خيانه #غدر,sadness
ودي ابني بيت لفقير محتاجه ودي اشوف فرحته و اعطيه عمل كأني بنيت له بداية الطريق و هو يكمل بنفسه الله شعور جميل 😭 💙 ✨ #حلمك_مع_طلبات,joy
صلاة الفجر ابتسامةالسعداء وطمأنينة الروح وعشق الأنقياء لركعتين يرون بها نعيم الجنة,joy
شوية كلاب وحشرات ولا دم عندهم ولا نخوة إعلن الحداد في البلاد اللى ماتوا برضه بني آدمين ليه مصمم تبيع الدم قبل الأرض مين المستفيد مين 😏 😏,anger
"أنتي مجموعة #سعادة في ""قلب إنسان"" 💜 😍 😘 بإنتظار اللقاء الملكي ع #نار 😭",joy
@yellow1010101 @s_almogren مبسوطين ولله الحمد والمنه ولا حاسين بنقص ولا غمه \nالله يطول في اعمار حكامنا مش مخلينا محتاجين لحد,joy
لا تدققيين والله ضغطي مرتفع وزاقة معي 😓,sadness
اذان الجمعة على اصوات المطر رائحة البخور قهوة امي ضحكة ابوي ما بقى حزن بالدنيا,joy
من المعيب أن تدفع أموال طائلة على زينة الاحتفالات والبهرجة الفانية..\n\nوالله يقول ( من ذا الذي يقرض الله قرضا حسنا فيضاعفه له أضعافا كثيرة..,sadness
قالت لزوجها : شايف الرجال اللي يرقص ذاك 😊\n\nقال لها :ايه شايفه😊\nقالت ذا قبل خمس سنوات تقدم لي ورفضته😨\nقال لها ما شاء الله إلى الآن يحتفل\n\n😂😂😂,joy
ياما حاولت الفراق و ماقويت \nكنت ابي انساه لكن مانسيت ...,sadness
حتى خرج لنا جيل مسعور جنسيا ومتعطش لأي احتكاك جيل تفكيره منصب بالكامل على الجنس جيل قليل الوعي جيل منافق ومستشرف,sadness
بس تبلش دعاية #rigenforte  بتحِس بدك تقول للبِنت يلي عم تعمل الدعاية : بعذبِك لو سمحتي كلي خرى #إزعاج #إنوِتار #قرف,anger
ربي اجعل امي سعيدة الدارين قريرة العينين لا تشكي هم ولا حزن ولا مرض واحفظها لي فهي لي الدنيا بأكملها❤️ 😴,joy
@79ixii المشكله في ضميرك مو الاكل\n اسفليه 😗,anger
من الفرحه مدري وش اغرد,joy
شوفت #قسوة و #ظلم ليه من ناس كتير دول باعوني و ندموني على حسن #الضمير,sadness
الف مليون مبروك الثقة الملكية أمير شاب وممارس للرياضة مثلك واثق انك راح تسوي نقلة كبيرة كلنا ثقة فيك ❤️❤️,joy
المخابرات الحربية بقت وصمة عار وإهانة الدولة ومحاولة هدمها وطولة اللسان والبذائة بقت شرف والله الدنيا ماشية بظهرها,anger
في ناس كدا مجرد مانكلمهم لو دقيقة بنحس براحة وبنبقي فرحانين حتى لو قلنا ازيكوا وردوا بس ب الله يسلمك 💕,joy
ابوي||تدور فرحتي وهي في مبسمك انت بس ابتسم ويبتسم قلبي معاك,joy
"طاري الموت يجيب لي قشعريرة,يأثر علي ويرجعني ثلاث سنين ورا.",sadness
لما كلام اللي بيوجع ما يطلعش ساعة غضب او نرفزة يبقي حقيقي و ما ييقالوش عذر نعرف نسامح بي و ننسي اللي حصل,sadness
امان الا ذي 🤦 🏻 ‍♀️ اي أمان ياقلبي انتي ابحثي شوفي قضاياهم شوفي كيف المرأه مهانه عندهم شوفي قضايا الابتزاز والاعتداء,sadness
احساس دايم بالفراغ والضجر .. \nوحوله كثير أشياء تملي الفراغات ..,sadness
تجيني فترات ما اطول فالنوم عكس نومي اول اقوم بي شعور بالفزع و تأنيب الضمير مع اني مالقيت السبب,sadness
في الم كده تحس أنك بتربي من أول وجديد تبقي شبه الكتكوت المبلول يخليك تعد النجوم وتعد أي حاجة علشان تنسي .\n\n#ألم#الأسنان وخلع الضرس,sadness
اخي لا نعتب على الدول التي تآمرت وخذلت الشعب الفلسطيني والسوري عتبنا على حركة حماس التي تتودد بعلاقتها مع الحكومة المجوسية #إيران,sadness
لاتنتظرون احد يمطر عليكم فرح اذا م بذلت جهدك ع نفسك صدقني محد راح يجري ورا سعادتك وانبساطك هذا عيدك وهذي حياتك ✨ ❤️,joy
عايزنا نرجع زي زمان ..طب وقت تاني عشان زهقانه \n#ريح_المدام \n#بهجت_و_سلطان,joy
هي مباغته لكن تضمن ان اللاعبين مستعدين لها باين الارتباك بعيونهم و الخوف من الهزيمه,fear
